;Bezeichnung;Executed-Ist;Kostenart;Plan;Planentwurf;Produktbereich;Profitcenter;Sign;Year
6873;Stiftung Bonner Altenhilfe;0.0;6606205;158023.140625;0.0;17 Stiftungen;150001708;plus;2023
6874;Stiftung Paula Flerus;0.0;1371910;-18390.8203125;0.0;17 Stiftungen;150001709;minus;2023
6875;Stiftung Paula Flerus;0.0;8827610;18390.8203125;0.0;17 Stiftungen;150001709;plus;2023
6876;Stiftung St.-Albertus-Magnus-Heim;0.0;2168200;533.549987793;0.0;17 Stiftungen;150001710;plus;2023
6877;Stiftung St.-Albertus-Magnus-Heim;0.0;930810;-533.549987793;0.0;17 Stiftungen;150001710;minus;2023
6878;Stiftung Wilhelmine-Lübke-Heim;0.0;1387920;-5178.02001953;0.0;17 Stiftungen;150001711;minus;2023
6879;Stiftung Wilhelmine-Lübke-Heim;0.0;1620800;5178.02001953;0.0;17 Stiftungen;150001711;plus;2023
6880;Stiftung Wilhelm-Augusta-Stift;0.0;2168200;120393.570312;0.0;17 Stiftungen;150001712;plus;2023
6881;Stiftung Wilhelm-Augusta-Stift;0.0;1371910;-120393.570312;0.0;17 Stiftungen;150001712;minus;2023
6882;Stiftung Konvente St. Aegidius/St. Jakob;0.0;8793290;291492.125;0.0;17 Stiftungen;150001713;plus;2023
6883;Stiftung Konvente St. Aegidius/St. Jakob;0.0;2294110;-291492.125;0.0;17 Stiftungen;150001713;minus;2023
6884;Stiftung Johann Gabriel Adrian;0.0;2168200;2034.92004395;0.0;17 Stiftungen;150001714;plus;2023
6885;Stiftung Johann Gabriel Adrian;0.0;930810;-2034.91992188;0.0;17 Stiftungen;150001714;minus;2023
6886;Stiftung Max Becker;0.0;2168200;167.899993896;0.0;17 Stiftungen;150001715;plus;2023
6887;Stiftung Max Becker;0.0;930810;-167.899993896;0.0;17 Stiftungen;150001715;minus;2023
6888;Stiftung Arme im Allgemeinen;0.0;9921800;106068.867188;0.0;17 Stiftungen;150001716;plus;2023
6889;Stiftung Arme im Allgemeinen;0.0;1837010;-106068.867188;0.0;17 Stiftungen;150001716;minus;2023
6890;Stiftung Franz Xaver Joseph Lohé;0.0;8259300;58597.828125;0.0;17 Stiftungen;150001717;plus;2023
6891;Stiftung Franz Xaver Joseph Lohé;0.0;1829020;-58597.8320312;0.0;17 Stiftungen;150001717;minus;2023
6892;PB06 Kinder-, Jugend- und Familienhilfe;0.0;1880001180;1882247.875;0.0;06 Kinder, Jugend und Familie;151000600;plus;2023
6893;PB06 Kinder-, Jugend- und Familienhilfe;0.0;1880001180;-1882247.875;0.0;06 Kinder, Jugend und Familie;151000600;minus;2023
6894;Förd. v. Kindern in Tagespflege;0.0;1986581547;11433101.0;0.0;06 Kinder, Jugend und Familie;151000601;plus;2023
6895;Förd. v. Kindern in Tagespflege;0.0;2626710;-3151653.75;0.0;06 Kinder, Jugend und Familie;151000601;minus;2023
6896;Tageseinrichtungen für Kinder;0.0;5646510;-85406976.0;0.0;06 Kinder, Jugend und Familie;151000602;minus;2023
6897;Tageseinrichtungen für Kinder;0.0;2083734688;138748896.0;0.0;06 Kinder, Jugend und Familie;151000602;plus;2023
6898;Jugendarbeit;0.0;1987630468;1225670.375;0.0;06 Kinder, Jugend und Familie;151000603;plus;2023
6899;Jugendarbeit;0.0;1780410;-5743.68994141;0.0;06 Kinder, Jugend und Familie;151000603;minus;2023
6900;Einrichtung der Jugendarbeit;0.0;2086516109;9368585.0;0.0;06 Kinder, Jugend und Familie;151000604;plus;2023
6901;Einrichtung der Jugendarbeit;0.0;3943710;-735731.6875;0.0;06 Kinder, Jugend und Familie;151000604;minus;2023
6902;Sonst. Leist. z. Förd. j. Menschen u.Fam;0.0;1988673857;94054320.0;0.0;06 Kinder, Jugend und Familie;151000605;plus;2023
6903;Sonst. Leist. z. Förd. j. Menschen u.Fam;0.0;6446830;-19752094.0;0.0;06 Kinder, Jugend und Familie;151000605;minus;2023
6904;Sonst. Einr. f. j. Menschen u. Familien;0.0;1990879582;3221553.25;0.0;06 Kinder, Jugend und Familie;151000606;plus;2023
6905;Sonst. Einr. f. j. Menschen u. Familien;0.0;3102310;-78629.5;0.0;06 Kinder, Jugend und Familie;151000606;minus;2023
6906;Bundeselterng/ElternzeitG/Betreuungsg.;0.0;1984973437;511701.90625;0.0;06 Kinder, Jugend und Familie;151000608;plus;2023
6907;Bundeselterng/ElternzeitG/Betreuungsg.;0.0;95780414;-117117.476562;0.0;06 Kinder, Jugend und Familie;151000608;minus;2023
6908;PB08 Sportförderung;0.0;1410000791;-250021.421875;0.0;08 Sportförderung;152000800;minus;2023
6909;PB08 Sportförderung;0.0;1410000791;250021.421875;0.0;08 Sportförderung;152000800;plus;2023
6910;Bereitstellung u. Betrieb v.Sportanlagen;0.0;1808851777;7761828.0;0.0;08 Sportförderung;152000801;plus;2023
6911;Bereitstellung u. Betrieb v.Sportanlagen;0.0;284138197;-2005405.0;0.0;08 Sportförderung;152000801;minus;2023
6912;Sportförderung;0.0;1520970732;2365610.0;0.0;08 Sportförderung;152000802;plus;2023
6913;Sportförderung;0.0;864810;-1479.59997559;0.0;08 Sportförderung;152000802;minus;2023
6914;Bereitstellung und Betrieb von Bädern;0.0;1716052002;9726767.0;0.0;08 Sportförderung;152000803;plus;2023
6915;Bereitstellung und Betrieb von Bädern;0.0;98813490;-2951416.5;0.0;08 Sportförderung;152000803;minus;2023
6916;PB07 Gesundheitsdienste;0.0;1692001130;660831.625;0.0;07 Gesundheitsdienste;153000700;plus;2023
6917;PB07 Gesundheitsdienste;0.0;1692001130;-660831.625;0.0;07 Gesundheitsdienste;153000700;minus;2023
6918;Gesundheitsförderung;0.0;1803315269;2445817.75;0.0;07 Gesundheitsdienste;153000701;plus;2023
6919;Gesundheitsförderung;0.0;1720010;-97455.2578125;0.0;07 Gesundheitsdienste;153000701;minus;2023
6920;Gutachten und Stellungnahmen;0.0;1802763157;1626905.0;0.0;07 Gesundheitsdienste;153000702;plus;2023
6921;Gutachten und Stellungnahmen;0.0;96196110;-329522.09375;0.0;07 Gesundheitsdienste;153000702;minus;2023
6922;Gesundheitshilfe;0.0;1800730657;1062198.125;0.0;07 Gesundheitsdienste;153000703;plus;2023
6923;Gesundheitshilfe;0.0;1305910;-750.820007324;0.0;07 Gesundheitsdienste;153000703;minus;2023
6924;Gesundheitsschutz;0.0;1802803157;2503770.25;0.0;07 Gesundheitsdienste;153000704;plus;2023
6925;Gesundheitsschutz;0.0;96631210;-267208.3125;0.0;07 Gesundheitsdienste;153000704;minus;2023
6926;Stiftung Bernhard Oebeke;0.0;1853020;-634.83001709;0.0;17 Stiftungen;153001701;minus;2023
6927;Stiftung Bernhard Oebeke;0.0;1620700;634.83001709;0.0;17 Stiftungen;153001701;plus;2023
6928;Produktbereichsübergreifend;0.0;1598000977;-288427.09375;0.0;00;156000000;minus;2023
6929;Produktbereichsübergreifend;0.0;1598000977;288427.09375;0.0;00;156000000;plus;2023
6930;Lebensmittelüberw./Veterinärd.;0.0;1801746485;2497661.0;0.0;02 Sicherheit und Ordnung;156000208;plus;2023
6931;Lebensmittelüberw./Veterinärd.;0.0;1752010;-46308.8203125;0.0;02 Sicherheit und Ordnung;156000208;minus;2023
6932;Natur und Landschaft;0.0;1611657811;933257.6875;0.0;13 Natur- und Landschaftspflege;156001307;plus;2023
6933;Natur und Landschaft;0.0;3504010;-59632.671875;0.0;13 Natur- und Landschaftspflege;156001307;minus;2023
6934;Umweltschutz;0.0;1993099618;3385329.75;0.0;14 Umweltschutz;156001401;plus;2023
6935;Umweltschutz;0.0;3452810;-145328.890625;0.0;14 Umweltschutz;156001401;minus;2023
6936;Immissionsschutzverfahren;0.0;1702460712;539430.3125;0.0;14 Umweltschutz;156001402;plus;2023
6937;Immissionsschutzverfahren;0.0;95295914;-288741.875;0.0;14 Umweltschutz;156001402;minus;2023
6938;Produktbereichsübergreifend;0.0;1692000896;-553154.1875;0.0;00;161000000;minus;2023
6939;Produktbereichsübergreifend;0.0;1692000896;553154.1875;0.0;00;161000000;plus;2023
6940;Statistik;0.0;879800;-1016.08001709;0.0;02 Sicherheit und Ordnung;161000215;minus;2023
6941;Statistik;0.0;1795305311;339080.125;0.0;02 Sicherheit und Ordnung;161000215;plus;2023
6942;Stadt- und Raumplanung;0.0;1799104052;1973977.875;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;161000901;plus;2023
6943;Stadt- und Raumplanung;0.0;890800;-1366.35998535;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;161000901;minus;2023
6944;Maßnahmen des bes. Städtebaurechts;0.0;448700;-85.1999969482;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;161000902;minus;2023
6945;Maßnahmen des bes. Städtebaurechts;0.0;1792077539;1903638.375;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;161000902;plus;2023
6946;Denkmalschutz und Denkmalpflege;0.0;879800;-131568.765625;0.0;10 Bauen und Wohnen;161001003;minus;2023
6947;Denkmalschutz und Denkmalpflege;0.0;1795318389;664081.375;0.0;10 Bauen und Wohnen;161001003;plus;2023
6948;Verkehrsplanung;0.0;862800;-60063.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;161001207;minus;2023
6949;Verkehrsplanung;0.0;1796934792;1805678.625;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;161001207;plus;2023
6950;PB09 Räuml.Planung,Entw.,Geoinformation;0.0;1786000997;936196.5;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000900;plus;2023
6951;PB09 Räuml.Planung,Entw.,Geoinformation;0.0;1786000997;-936196.5;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000900;minus;2023
6952;Ortsbaurecht;0.0;1295910;-56057.6796875;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000906;minus;2023
6953;Ortsbaurecht;0.0;1890435524;1976694.375;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000906;plus;2023
6954;Liegenschaftskataster, Geodaten;0.0;190639365;-1308940.125;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000907;minus;2023
6955;Liegenschaftskataster, Geodaten;0.0;1894257804;6264726.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000907;plus;2023
6956;Grundstücksneuordnung;0.0;1890448814;1859066.375;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000908;plus;2023
6957;Grundstücksneuordnung;0.0;1752410;-1432186.625;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000908;minus;2023
6958;Grundstückswertermittlung;0.0;1744410;-85620.15625;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000909;minus;2023
6959;Grundstückswertermittlung;0.0;1890434724;1140521.125;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000909;plus;2023
6960;Produktbereichsübergreifend;0.0;1222000397;319310.5625;0.0;00;163000000;plus;2023
6961;Produktbereichsübergreifend;0.0;1222000397;-319310.5625;0.0;00;163000000;minus;2023
6962;Finanzierung von Erschließungsmaßnahmen;0.0;95336075;-1724239.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;163000904;minus;2023
6963;Finanzierung von Erschließungsmaßnahmen;0.0;1701308924;1857281.25;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;163000904;plus;2023
6964;Maßnahmen der Bauaufsicht;0.0;1752010;-3166026.0;0.0;10 Bauen und Wohnen;163001001;minus;2023
6965;Maßnahmen der Bauaufsicht;0.0;1607359941;4574218.0;0.0;10 Bauen und Wohnen;163001001;plus;2023
6966;Produktbereichsübergreifend;0.0;1880001130;-2084155.125;0.0;00;166000000;minus;2023
6967;Produktbereichsübergreifend;0.0;1880001130;2084155.125;0.0;00;166000000;plus;2023
6968;Bauhof, Servicebereich und Brunnen;0.0;284574268;-349619.6875;0.0;01 Innere Verwaltung;166000112;minus;2023
6969;Bauhof, Servicebereich und Brunnen;0.0;1995340404;1507906.0;0.0;01 Innere Verwaltung;166000112;plus;2023
6970;Entwässerung und Abwasserbeseitigung;0.0;196357710;-106957992.0;0.0;11 Ver- und Entsorgung;166001103;minus;2023
6971;Entwässerung und Abwasserbeseitigung;0.0;2096733829;64709104.0;0.0;11 Ver- und Entsorgung;166001103;plus;2023
6972;Gemeindestraßen;0.0;-2015841778;56591552.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;166001201;plus;2023
6973;Gemeindestraßen;0.0;6541010;-8607601.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;166001201;minus;2023
6974;Kreisstraßen;0.0;1993763605;1975271.375;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;166001202;plus;2023
6975;Kreisstraßen;0.0;5226690;-297058.46875;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;166001202;minus;2023
6976;Landesstraßen;0.0;4755590;-576249.3125;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;166001203;minus;2023
6977;Landesstraßen;0.0;2087763660;2665665.25;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;166001203;plus;2023
6978;Bundesstraßen;0.0;2090612264;8857727.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;166001204;plus;2023
6979;Bundesstraßen;0.0;5642840;-3701788.25;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;166001204;minus;2023
6980;Parkeinrichtungen;0.0;2632910;-2596363.25;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;166001205;minus;2023
6981;Parkeinrichtungen;0.0;1708431242;146878.9375;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;166001205;plus;2023
6982;ÖPNV;0.0;1894199627;1548965.875;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;166001206;plus;2023
6983;ÖPNV;0.0;1744710;-10834.4101562;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;166001206;minus;2023
6984;Hochwasserschutz und Gewässer;0.0;1802268679;4093308.5;0.0;13 Natur- und Landschaftspflege;166001308;plus;2023
6985;Hochwasserschutz und Gewässer;0.0;2168190;-194069.765625;0.0;13 Natur- und Landschaftspflege;166001308;minus;2023
6986;PB13 Natur- und Landschaftspflege;0.0;1786001105;1690421.375;0.0;13 Natur- und Landschaftspflege;168001300;plus;2023
6987;PB13 Natur- und Landschaftspflege;0.0;1786001105;-1690421.375;0.0;13 Natur- und Landschaftspflege;168001300;minus;2023
6988;Öffentliches Grün;0.0;2093660616;24185700.0;0.0;13 Natur- und Landschaftspflege;168001301;plus;2023
6989;Öffentliches Grün;0.0;191431400;-6823784.0;0.0;13 Natur- und Landschaftspflege;168001301;minus;2023
6990;Forstwirtschaft;0.0;97440493;-92095.2109375;0.0;13 Natur- und Landschaftspflege;168001302;minus;2023
6991;Forstwirtschaft;0.0;1994649061;1697836.875;0.0;13 Natur- und Landschaftspflege;168001302;plus;2023
6992;Friedhöfe;0.0;1998588797;8930883.0;0.0;13 Natur- und Landschaftspflege;168001303;plus;2023
6993;Friedhöfe;0.0;99260125;-7383168.5;0.0;13 Natur- und Landschaftspflege;168001303;minus;2023
6994;Stiftung Fritz Kirstein;0.0;1387920;-4533.37988281;0.0;17 Stiftungen;168001719;minus;2023
6995;Stiftung Fritz Kirstein;0.0;1620200;4533.37988281;0.0;17 Stiftungen;168001719;plus;2023
6996;Abfallwirtschaft;0.0;95801417;-39415792.0;0.0;11 Ver- und Entsorgung;170001102;minus;2023
6997;Abfallwirtschaft;0.0;286751629;39111528.0;0.0;11 Ver- und Entsorgung;170001102;plus;2023
6998;Straßenreinigung und Winterdienst;0.0;377032748;9387686.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;170001208;plus;2023
6999;Straßenreinigung und Winterdienst;0.0;913213;-7324972.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;170001208;minus;2023
7000;Koordination Integration;0.0;94448704;-168074.875;0.0;01 Innere Verwaltung;190000104;minus;2023
7001;Koordination Integration;0.0;1611611830;1709200.0;0.0;01 Innere Verwaltung;190000104;plus;2023
7002;Stabsstelle Arbeitssicherheit;0.0;188864623;-426045.75;0.0;01 Innere Verwaltung;190000113;minus;2023
7003;Stabsstelle Arbeitssicherheit;0.0;1135325395;481957.375;0.0;01 Innere Verwaltung;190000113;plus;2023
7004;Beethoven 2020;0.0;448700;-15.0;0.0;04 Kultur und Wissenschaft;190000414;minus;2023
7005;Beethoven 2020;0.0;852077014;395728.15625;0.0;04 Kultur und Wissenschaft;190000414;plus;2023
7006;Konferenzzentrum/Beethovenhalle;0.0;2695810;-14507701.0;0.0;15 Wirtschaft und Tourismus;190001507;minus;2023
7007;Konferenzzentrum/Beethovenhalle;0.0;1152613830;23412846.0;0.0;15 Wirtschaft und Tourismus;190001507;plus;2023
7008;Wissenschaft;0.0;864810;-325.720001221;0.0;04 Kultur und Wissenschaft;190400412;minus;2023
7009;Wissenschaft;0.0;1517631657;734909.3125;0.0;04 Kultur und Wissenschaft;190400412;plus;2023
7010;Internationale Wissenschaft;0.0;853299023;291557.9375;0.0;04 Kultur und Wissenschaft;190400413;plus;2023
7011;Koordination Stadtentwicklung;0.0;1326574552;325524.375;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;190600903;plus;2023
7012;Koordination Stadtentwicklung;0.0;94864815;-260441.625;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;190600903;minus;2023
7013;PB01 Innere Verwaltung;0.0;282000379;8448696.0;0.0;01 Innere Verwaltung;100000100;plus;2024
7014;PB01 Innere Verwaltung;0.0;282000379;-8448696.0;0.0;01 Innere Verwaltung;100000100;minus;2024
7015;Int. Profil und Zielgruppenservice;0.0;2981110;-1547.84997559;0.0;01 Innere Verwaltung;101000102;minus;2024
7016;Int. Profil und Zielgruppenservice;0.0;1615332263;1379441.375;0.0;01 Innere Verwaltung;101000102;plus;2024
7017;Verwaltungsführung;0.0;1222865419;-1559467.0;0.0;01 Innere Verwaltung;102000103;minus;2024
7018;Verwaltungsführung;0.0;1894161210;7291252.0;0.0;01 Innere Verwaltung;102000103;plus;2024
7019;Politische Gremien;0.0;448700;-45.0;0.0;01 Innere Verwaltung;102000118;minus;2024
7020;Politische Gremien;0.0;1323711518;9081482.0;0.0;01 Innere Verwaltung;102000118;plus;2024
7021;PB15 Wirtschaft und Tourismus;0.0;1316000598;-242987.1875;0.0;15 Wirtschaft und Tourismus;103001500;minus;2024
7022;PB15 Wirtschaft und Tourismus;0.0;1316000598;242987.1875;0.0;15 Wirtschaft und Tourismus;103001500;plus;2024
7023;Wirtschaftsförderung;0.0;3461320;-328704.21875;0.0;15 Wirtschaft und Tourismus;103001501;minus;2024
7024;Wirtschaftsförderung;0.0;1801314585;3025740.75;0.0;15 Wirtschaft und Tourismus;103001501;plus;2024
7025;Tourismus;0.0;1769810;-340982.125;0.0;15 Wirtschaft und Tourismus;103001502;minus;2024
7026;Tourismus;0.0;1523491970;2292840.25;0.0;15 Wirtschaft und Tourismus;103001502;plus;2024
7027;Gleichstellung von Frau und Mann;0.0;188448713;-279837.84375;0.0;01 Innere Verwaltung;104000105;minus;2024
7028;Gleichstellung von Frau und Mann;0.0;1608897244;379795.8125;0.0;01 Innere Verwaltung;104000105;plus;2024
7029;PB01 Innere Verwaltung;0.0;1222000607;-126601.4375;0.0;01 Innere Verwaltung;110000100;minus;2024
7030;PB01 Innere Verwaltung;0.0;1222000607;126601.4375;0.0;01 Innere Verwaltung;110000100;plus;2024
7031;Zentrale Dienste;0.0;663263535;-2941225.0;0.0;01 Innere Verwaltung;110000109;minus;2024
7032;Zentrale Dienste;0.0;1616444595;5440839.5;0.0;01 Innere Verwaltung;110000109;plus;2024
7033;Referat Stadtförderung;0.0;448700;-30.0;0.0;01 Innere Verwaltung;110000119;minus;2024
7034;Referat Stadtförderung;0.0;946637991;317211.84375;0.0;01 Innere Verwaltung;110000119;plus;2024
7035;Stabsstelle Fuhrparkmanagement;0.0;471754574;-3245975.75;0.0;01 Innere Verwaltung;110000123;minus;2024
7036;Stabsstelle Fuhrparkmanagement;0.0;1423669530;3840785.0;0.0;01 Innere Verwaltung;110000123;plus;2024
7037;Verwaltungsorganisation u IT-Anwendungen;0.0;96210525;-4535316.0;0.0;01 Innere Verwaltung;110000124;minus;2024
7038;Verwaltungsorganisation u IT-Anwendungen;0.0;1422573967;5935092.0;0.0;01 Innere Verwaltung;110000124;plus;2024
7039;IT-Betrieb;0.0;96651125;-7022426.5;0.0;01 Innere Verwaltung;110200126;minus;2024
7040;IT-Betrieb;0.0;1520428014;8342859.5;0.0;01 Innere Verwaltung;110200126;plus;2024
7041;Bezirksverwaltungsstelle Bonn;0.0;95306915;-352042.15625;0.0;01 Innere Verwaltung;110660130;minus;2024
7042;Bezirksverwaltungsstelle Bonn;0.0;1799122258;953855.4375;0.0;01 Innere Verwaltung;110660130;plus;2024
7043;Bezirksverwaltungsstelle Bad Godesberg;0.0;97057615;-246890.734375;0.0;01 Innere Verwaltung;110770131;minus;2024
7044;Bezirksverwaltungsstelle Bad Godesberg;0.0;1895818383;747961.8125;0.0;01 Innere Verwaltung;110770131;plus;2024
7045;Bezirksverwaltungsstelle Beuel;0.0;1799083207;950778.5625;0.0;01 Innere Verwaltung;110880132;plus;2024
7046;Bezirksverwaltungsstelle Beuel;0.0;97057915;-301923.875;0.0;01 Innere Verwaltung;110880132;minus;2024
7047;Bezirksverwaltungsstelle Hardtberg;0.0;1703998882;644868.0;0.0;01 Innere Verwaltung;110990133;plus;2024
7048;Bezirksverwaltungsstelle Hardtberg;0.0;97023615;-244326.671875;0.0;01 Innere Verwaltung;110990133;minus;2024
7049;Beschäftigtenvertretung;0.0;1420938343;1244238.875;0.0;01 Innere Verwaltung;111000115;plus;2024
7050;Beschäftigtenvertretung;0.0;188448713;-1095930.875;0.0;01 Innere Verwaltung;111000115;minus;2024
7051;Personalmanagement;0.0;1804880641;76336536.0;0.0;01 Innere Verwaltung;111000116;plus;2024
7052;Personalmanagement;0.0;474477253;-25730526.0;0.0;01 Innere Verwaltung;111000116;minus;2024
7053;Presse- und Öffentlichkeitsarbeit;0.0;95311073;-64831.1601562;0.0;01 Innere Verwaltung;113000114;minus;2024
7054;Presse- und Öffentlichkeitsarbeit;0.0;1613310194;2410433.0;0.0;01 Innere Verwaltung;113000114;plus;2024
7055;Rechnungsprüfung;0.0;188864816;-2760886.5;0.0;01 Innere Verwaltung;114000107;minus;2024
7056;Rechnungsprüfung;0.0;1794818383;2760886.5;0.0;01 Innere Verwaltung;114000107;plus;2024
7057;Finanzmanagement;0.0;283313327;-2463360.5;0.0;01 Innere Verwaltung;120000120;minus;2024
7058;Finanzmanagement;0.0;1612765075;3675251.0;0.0;01 Innere Verwaltung;120000120;plus;2024
7059;Allgemeine Zuweisungen/Umlagen/Abgaben;0.0;2137600;-216359552.0;0.0;16 Allgemeine Finanzwirtschaft;120001605;minus;2024
7060;Allgemeine Zuweisungen/Umlagen/Abgaben;0.0;95068804;121701944.0;0.0;16 Allgemeine Finanzwirtschaft;120001605;plus;2024
7061;Gebäudemanagement (SGB);0.0;96173004;89943608.0;0.0;01 Innere Verwaltung;120100129;plus;2024
7062;Gebäudemanagement (SGB);0.0;188000356;-68379880.0;0.0;01 Innere Verwaltung;120100129;minus;2024
7063;Kreditwirtschaft;0.0;94918133;-26041414.0;0.0;16 Allgemeine Finanzwirtschaft;120101601;minus;2024
7064;Kreditwirtschaft;0.0;1645890;26041414.0;0.0;16 Allgemeine Finanzwirtschaft;120101601;plus;2024
7065;Anlage von Finanzmitteln;0.0;461700;-87843.0;0.0;16 Allgemeine Finanzwirtschaft;120101602;minus;2024
7066;Liquiditätsmanagement;0.0;94000133;-14868455.0;0.0;16 Allgemeine Finanzwirtschaft;120101603;minus;2024
7067;Liquiditätsmanagement;0.0;1103200;15712200.0;0.0;16 Allgemeine Finanzwirtschaft;120101603;plus;2024
7068;Forderungsverwaltung;0.0;1392490;-212100.0;0.0;16 Allgemeine Finanzwirtschaft;120101604;minus;2024
7069;Anteile an Unternehmen;0.0;926600;-7015318.0;0.0;15 Wirtschaft und Tourismus;120201510;minus;2024
7070;Anteile an Unternehmen;0.0;531500;47000.0;0.0;15 Wirtschaft und Tourismus;120201510;plus;2024
7071;PB01 Innere Verwaltung;0.0;1316000698;-153997.796875;0.0;01 Innere Verwaltung;121000100;minus;2024
7072;PB01 Innere Verwaltung;0.0;1316000698;153997.796875;0.0;01 Innere Verwaltung;121000100;plus;2024
7073;Finanzbuchhaltung;0.0;190261312;-6487005.0;0.0;01 Innere Verwaltung;121000121;minus;2024
7074;Finanzbuchhaltung;0.0;1701909226;6506842.5;0.0;01 Innere Verwaltung;121000121;plus;2024
7075;Verw. von Steuern und Benutzungsgebühren;0.0;190200922;-1735892.75;0.0;01 Innere Verwaltung;121000122;minus;2024
7076;Verw. von Steuern und Benutzungsgebühren;0.0;1609486811;4403686.0;0.0;01 Innere Verwaltung;121000122;plus;2024
7077;Steuern;0.0;2713365;17480726.0;0.0;16 Allgemeine Finanzwirtschaft;121201606;plus;2024
7078;Steuern;0.0;6297021;-664284096.0;0.0;16 Allgemeine Finanzwirtschaft;121201606;minus;2024
7079;Liegenschaftsmanagement;0.0;1996014608;10672411.0;0.0;01 Innere Verwaltung;123000128;plus;2024
7080;Liegenschaftsmanagement;0.0;97968543;-9276636.0;0.0;01 Innere Verwaltung;123000128;minus;2024
7081;Stiftung Julius Barthels;0.0;1371910;-65323.9101562;0.0;17 Stiftungen;123001718;minus;2024
7082;Stiftung Julius Barthels;0.0;2168200;65323.9101562;0.0;17 Stiftungen;123001718;plus;2024
7083;Zentrale Vergabedienstleistungen;0.0;1512790806;821438.5625;0.0;01 Innere Verwaltung;125000108;plus;2024
7084;Zentrale Vergabedienstleistungen;0.0;94897265;-607504.875;0.0;01 Innere Verwaltung;125000108;minus;2024
7085;Produktbereichsübergreifend;0.0;1316000776;142423.4375;0.0;00;130000000;plus;2024
7086;Produktbereichsübergreifend;0.0;1316000776;-142423.4375;0.0;00;130000000;minus;2024
7087;Recht;0.0;1609498795;4709226.0;0.0;01 Innere Verwaltung;130000127;plus;2024
7088;Recht;0.0;471346040;-4222578.5;0.0;01 Innere Verwaltung;130000127;minus;2024
7089;Sozialversicherungsangelegenheiten;0.0;1512248966;94133.71875;0.0;05 Soziale Leistungen;130000512;plus;2024
7090;Sozialversicherungsangelegenheiten;0.0;448700;-0.600000023842;0.0;05 Soziale Leistungen;130000512;minus;2024
7091;PB02 Sicherheit und Ordnung;0.0;1598000841;1587518.5;0.0;02 Sicherheit und Ordnung;133000200;plus;2024
7092;PB02 Sicherheit und Ordnung;0.0;1598000841;-1587518.5;0.0;02 Sicherheit und Ordnung;133000200;minus;2024
7093;Allgemeine Sicherheit und Ordnung;0.0;1988241257;6850177.5;0.0;02 Sicherheit und Ordnung;133000201;plus;2024
7094;Allgemeine Sicherheit und Ordnung;0.0;3547510;-497462.96875;0.0;02 Sicherheit und Ordnung;133000201;minus;2024
7095;Gewerbewesen;0.0;1752010;-422853.9375;0.0;02 Sicherheit und Ordnung;133000202;minus;2024
7096;Gewerbewesen;0.0;1042802322;975909.5;0.0;02 Sicherheit und Ordnung;133000202;plus;2024
7097;Märkte (BgA);0.0;1529701993;1395615.125;0.0;02 Sicherheit und Ordnung;133000203;plus;2024
7098;Märkte (BgA);0.0;2594210;-1180249.5;0.0;02 Sicherheit und Ordnung;133000203;minus;2024
7099;Verkehrsang. Fahr-u.Beförd-erl. Kfz-Ang.;0.0;2632910;-12837598.0;0.0;02 Sicherheit und Ordnung;133000204;minus;2024
7100;Verkehrsang. Fahr-u.Beförd-erl. Kfz-Ang.;0.0;1894218852;12525697.0;0.0;02 Sicherheit und Ordnung;133000204;plus;2024
7101;Einwohnerangelegenheiten;0.0;2200810;-3499141.5;0.0;02 Sicherheit und Ordnung;133000205;minus;2024
